month_year,monthly_cases,temp_mean,tempmin,tempmax,humidity_mean,humidity_min,humidity_max,precipitation
2011-11-01,49,24.202156607142875,18.928571428571452,29.821428571428577,68.62422164285717,43.5,89.89285714285718,135.9
2011-12-01,39,25.740135053571425,20.741071428571452,31.504464285714274,68.28149617857142,43.27232142857142,89.54910714285715,207.5
2012-01-01,65,24.2263256857143,20.028571428571418,29.5142857142857,76.36670337142856,52.71428571428574,95.0,262.1
2012-02-01,38,26.795406821428575,22.71428571428575,32.25,71.0000412142857,44.75,92.49999999999997,81.8
2012-03-01,41,25.232861571428575,20.535714285714278,30.7142857142857,73.09794328571431,46.92857142857142,96.14285714285715,177.0
2012-04-01,41,23.61868782857144,19.22857142857142,28.8857142857143,77.26113537142855,51.71428571428572,98.45714285714287,192.3
2012-05-01,27,21.18594975,17.392857142857125,25.964285714285726,79.20967292857142,55.14285714285715,98.17857142857143,83.8
2012-06-01,29,20.5850384642857,17.035714285714274,24.9642857142857,84.33701560714286,63.96428571428572,97.14285714285712,197.6
2012-07-01,13,21.32424666666666,16.31904761904764,26.452380952380917,63.09797937619051,40.36666666666666,88.04285714285716,11.4
2012-08-01,16,22.768547928571426,16.9642857142857,28.964285714285726,56.198956071428576,29.535714285714274,85.57142857142856,0.0
2012-09-01,16,24.91722814285716,18.6,31.11428571428572,57.46845274285714,32.57142857142858,85.65714285714284,94.7
2012-10-01,6,25.816748642857174,21.035714285714274,31.39285714285715,68.64762657142856,40.25,91.17857142857144,51.8
2012-11-01,17,25.402606178571425,20.249999999999975,31.107142857142875,64.59948957142858,43.67857142857142,86.39285714285715,138.2
2012-12-01,56,27.565455714285697,22.87571428571428,32.071428571428555,67.6085962142857,51.89285714285715,85.56,121.9
2013-01-01,527,24.481540700000025,21.021428571428576,29.328571428571426,79.20525563571428,58.3642857142857,94.8,284.0
2013-02-01,1476,25.47792117857145,21.428571428571452,31.000000000000025,79.66066378571428,56.32142857142857,96.82142857142858,162.8
2013-03-01,3381,24.74767037142858,21.2,29.457142857142877,84.73605262857141,66.45714285714286,98.17142857142855,192.0
2013-04-01,2382,23.150983678571425,18.89285714285715,28.4642857142857,77.5087702857143,56.67857142857145,94.5357142857143,105.9
2013-05-01,1226,21.393015749999975,17.464285714285726,26.142857142857125,78.77635207142858,56.464285714285694,93.74999999999997,144.8
2013-06-01,324,20.6384929142857,17.22857142857142,25.6857142857143,85.82123994285716,63.57142857142858,97.97142857142856,78.0
2013-07-01,54,20.150161892857177,15.035714285714274,26.0,73.80096757142857,54.42857142857142,91.9642857142857,39.9
2013-08-01,22,21.148915857142875,15.0,27.857142857142875,65.6916412142857,43.892857142857125,86.4642857142857,0.0
2013-09-01,22,23.08717557142856,18.11428571428572,28.88571428571428,71.94996005714286,51.99999999999998,89.65714285714287,66.3
2013-10-01,16,24.34664685714285,18.999999999999975,30.2857142857143,71.09897649999999,50.4285714285714,90.53571428571428,135.1
2013-11-01,16,25.129943,20.678571428571452,30.714285714285726,77.4228885,54.25,94.28571428571425,171.2
2013-12-01,25,26.887343257142856,22.11428571428572,33.05714285714286,76.8533653142857,54.62857142857142,95.31428571428572,54.6
2014-01-01,30,27.713008642857126,22.785714285714274,33.64285714285715,71.45042521428573,47.5357142857143,91.50000000000003,104.6
2014-02-01,97,26.997975428571426,22.3214285714286,32.21428571428572,72.2126772857143,54.07142857142858,90.03571428571428,132.3
2014-03-01,173,25.38487214285712,21.1142857142857,30.97142857142856,80.97062651428573,60.28571428571428,97.0,125.5
2014-04-01,233,23.201041821428575,18.821428571428548,28.678571428571427,80.34366078571429,60.571428571428555,96.82142857142858,74.4
2014-05-01,180,21.2650282857143,16.89285714285715,26.678571428571423,77.53577242857145,57.28571428571428,93.5,63.8
2014-06-01,149,21.68434057142856,17.028571428571418,27.342857142857138,72.50843988571428,52.857142857142875,90.14285714285711,0.5
2014-07-01,37,19.51127,15.10714285714285,25.0,75.74622635714287,55.49999999999998,93.46428571428572,30.5
2014-08-01,39,22.21616405714284,16.171428571428578,29.22857142857142,64.4785448857143,42.942857142857136,85.59999999999998,22.4
2014-09-01,32,23.601054035714274,18.35714285714285,30.035714285714274,69.954814,48.28571428571428,89.82142857142858,125.0
2014-10-01,35,26.166280071428574,19.7142857142857,33.14285714285715,62.41942507142858,41.03571428571428,85.64285714285715,37.3
2014-11-01,50,24.55728845714284,19.85714285714288,30.400000000000023,78.94818645714285,58.54285714285713,94.94285714285714,116.6
2014-12-01,23,25.710785785714275,21.14285714285715,31.107142857142847,82.17085017857143,62.75,98.10714285714285,257.0
2015-01-01,208,27.32488471428575,22.392857142857125,33.25,77.06,55.99999999999998,95.35714285714288,182.4
2015-02-01,1569,25.43618135714285,21.2857142857143,30.92857142857145,85.41636407142855,64.2142857142857,99.57142857142858,134.1
2015-03-01,3960,24.26383902857144,20.48571428571432,29.4285714285714,86.59768445714286,66.9714285714286,98.14285714285715,251.5
2015-04-01,2437,23.127170321428576,18.571428571428577,28.821428571428577,76.54163917857144,55.28571428571428,93.78571428571428,46.7
2015-05-01,1400,20.767599771428582,17.257142857142878,25.39999999999998,78.8891378,60.657142857142865,93.48571428571428,125.2
2015-06-01,761,20.6427165357143,16.4642857142857,25.5714285714286,73.3588075,56.357142857142875,89.14285714285715,0.0
2015-07-01,202,20.712070892857174,16.5357142857143,25.678571428571423,74.551186,57.42857142857142,89.99999999999997,88.1
2015-08-01,33,23.023045714285722,17.428571428571438,29.542857142857137,60.63491045714286,40.3142857142857,80.65714285714286,21.6
2015-09-01,27,24.851410035714274,19.857142857142875,30.7142857142857,69.83231510714285,49.5,88.67857142857143,220.2
2015-10-01,23,25.316557857142875,20.178571428571423,31.7857142857143,73.0235164642857,51.46428571428572,90.57142857142858,123.4
2015-11-01,81,24.78717802380952,21.06309523809524,29.9892857142857,81.13918461428571,62.675,94.47857142857143,260.1
2015-12-01,84,23.94170010714285,22.428571428571423,25.892857142857125,83.08852164285713,75.0357142857143,89.35714285714288,259.8
2016-01-01,332,24.5910878857143,22.457142857142863,27.314285714285724,81.53319371428574,71.08571428571427,90.54285714285716,380.2
2016-02-01,489,25.12431585714285,23.035714285714274,28.178571428571423,87.63155075,73.49999999999997,97.67857142857142,351.3
2016-03-01,544,24.02007889285715,22.750000000000025,25.714285714285726,88.47181421428573,79.42857142857142,95.39285714285712,118.9
2016-04-01,617,23.988048776190467,21.04464285714285,27.501587301587303,77.46700591746033,61.6063492063492,91.18392857142858,37.8
2016-05-01,225,18.26835510714284,17.024285714285718,19.85,90.14963546,82.26428571428572,96.20142857142858,110.2
2016-06-01,27,16.1720855297619,14.446428571428575,18.315476190476176,82.66650872619047,73.10119047619045,90.0416666666667,94.0
2016-07-01,20,17.87894757142858,15.771428571428581,20.14285714285714,70.49085625714285,60.82857142857144,79.88571428571427,9.1
2016-08-01,18,18.26250760714285,15.89285714285715,21.0,75.98394842857142,63.42857142857145,85.60714285714285,61.7
2016-09-01,16,17.7875707297619,15.823809523809524,20.31309523809525,76.43344665952382,64.94047619047618,87.0202380952381,24.6
2016-10-01,44,20.68221274285716,18.642857142857117,23.028571428571418,81.66624939999998,71.18571428571428,90.8,103.6
2016-11-01,53,21.233128446428573,19.178571428571423,23.8095238095238,84.57714673809525,74.23214285714285,93.68452380952382,91.2
2016-12-01,72,23.81922037142855,21.7142857142857,26.378571428571426,83.5802529857143,72.54285714285714,92.51428571428573,143.8
2017-01-01,95,23.1069184,21.857142857142858,24.88571428571428,92.18866571428572,83.62857142857142,97.51428571428572,462.0
2017-02-01,107,24.061654273809523,22.6666666666667,25.988095238095248,85.70951322619048,77.35714285714288,91.35714285714285,137.9
2017-03-01,61,21.838900755952373,20.5357142857143,23.488095238095227,87.98173198809525,80.13690476190476,94.25,135.9
2017-04-01,55,20.12290428571428,18.8,21.85714285714286,89.98776194285713,82.82857142857142,95.4,119.1
2017-05-01,18,18.90343732738095,17.928571428571452,20.27380952380955,90.93287020833336,86.2857142857143,95.0357142857143,218.7
2017-06-01,9,17.725828178571426,16.75,18.89285714285715,84.12450835714287,78.46428571428572,89.42857142857144,22.4
2017-07-01,24,15.8417006,14.80000000000002,17.0,77.78190480000002,71.57142857142858,83.2,0.0
2017-08-01,21,18.03095232142855,16.89285714285715,19.107142857142875,81.08511914285715,76.0357142857143,86.32142857142858,66.3
2017-09-01,39,20.0933332,18.06153846153845,22.8,64.1233328,55.0,75.8031093846154,16.5
2017-10-01,51,21.3618888,19.44615384615384,24.182857142857145,71.2038512857143,60.816717752380946,83.01243753846154,117.9
2017-11-01,57,22.630444400000002,20.83076923076925,25.565714285714293,78.28436977142857,66.63343550476189,90.22176569230767,263.4
2017-12-01,106,23.899,21.63428571428572,26.948571428571437,85.36488825714287,72.45015325714283,94.58184891428571,95.0
2018-01-01,62,22.990575321428576,21.071428571428577,25.85714285714285,89.4803042142857,77.44355539285715,97.6911225,258.8
2018-02-01,34,22.96015510714285,20.75,26.107142857142875,86.78160135714285,73.9451927142857,96.1274392857143,98.8
2018-03-01,36,23.590909071428577,22.178571428571423,26.071428571428548,91.76633764285715,81.12320871428572,97.73140785714284,258.1
2018-04-01,29,22.65125537142858,19.51428571428572,26.6857142857143,78.5997074,60.65429674285714,94.21060382857142,15.0
2018-05-01,14,20.14180189285715,16.60714285714285,24.821428571428577,74.42415525,53.2897802857143,91.48321925,10.7
2018-06-01,25,19.337824500000025,17.571428571428577,21.857142857142875,78.80386253571427,69.35660364285715,87.34315621428573,15.7
2018-07-01,21,20.83088748571426,16.77142857142858,30.74285714285714,61.720848314285696,42.8915501102857,77.86764205714289,4.6
2018-08-01,13,17.988740821428575,15.321428571428575,21.5357142857143,78.58291385714284,63.87360667857143,89.72890867857143,124.7
2018-09-01,21,20.0641342,17.71428571428572,23.62857142857144,84.58314980000003,69.6260724857143,94.31672640000001,91.4
2018-10-01,36,22.050838714285725,19.321428571428577,25.89285714285715,86.5259392857143,71.03484057142857,96.81187357142855,180.8
2018-11-01,61,21.462698392857124,20.178571428571427,23.6785714285714,89.05018374999997,80.38215867857143,94.87326342857142,137.9
2018-12-01,490,25.257142999999978,22.057142857142882,29.571428571428584,79.54916488571428,63.30725551428573,92.0196562,198.9
2019-01-01,4436,27.067460321428577,22.96428571428575,31.9642857142857,75.63937360714287,55.15646925,92.79581910714285,176.3
2019-02-01,9198,23.381168821428574,21.428571428571452,26.107142857142875,90.51827057142857,79.92480389285716,97.99783285714285,185.2
2019-03-01,15426,22.66779205714284,21.11428571428572,25.39999999999998,92.01474171428572,81.78617788571428,98.34458502857142,273.1
2019-04-01,6114,22.25420625,20.4642857142857,24.714285714285726,90.8097614642857,80.49788910714283,97.3475019642857,82.8
2019-05-01,1622,20.33084425,18.535714285714274,22.821428571428577,89.0000765,77.8906635,96.37339249999998,14.7
2019-06-01,394,19.22054114285716,16.971428571428582,22.11428571428572,79.5194682857143,66.58741768571429,88.96598288571428,13.2
2019-07-01,68,17.3029220357143,15.071428571428575,20.4285714285714,75.62390257142857,59.81863232142858,86.46002342857145,31.2
2019-08-01,45,18.274675285714274,16.0357142857143,21.60714285714285,77.13036667857142,62.63918667857145,87.34541153571432,11.2
2019-09-01,591,21.7137661714286,19.1714285714286,25.37142857142856,75.89457551428572,60.93479237142856,86.44162674285714,43.4
2019-10-01,173,22.34155842857145,20.214285714285722,26.214285714285722,84.07168507142858,66.30902846428569,93.8542619642857,59.7
2019-11-01,86,22.09166664285715,20.214285714285726,25.0,89.40533153571431,78.44768135714287,97.2909835,168.9
2019-12-01,93,22.933333266666658,21.01904761904762,26.19523809523808,91.65807317619047,79.85192601904762,97.98499626666667,217.2
2020-01-01,325,25.749107142857127,21.750000000000025,31.428571428571427,83.63865257142858,61.960962071428575,96.10462257142856,211.1
2020-02-01,389,23.012518107142824,21.035714285714274,26.10714285714285,94.56574271428572,84.08132407142858,99.78480392857142,366.0
2020-03-01,257,23.76151514285712,19.62857142857144,29.14285714285716,81.32403637142856,57.23401502857145,98.95659422857145,14.7
2020-04-01,85,23.013392714285725,17.464285714285726,29.678571428571402,71.41555760714284,44.18492824999997,95.3836147857143,23.4
2020-05-01,115,21.090751714285723,15.4857142857143,26.285714285714278,69.36013745714283,47.885246342857144,92.06986297142856,33.5
2020-06-01,68,22.35521578571425,16.8214285714286,26.64285714285715,70.52700021428572,51.44998182142855,92.6621907142857,75.9
2020-07-01,72,23.81555285714285,16.928571428571423,28.5357142857143,60.41928657142858,42.6859667857143,86.48570385714285,9.4
2020-08-01,92,23.50156665714286,16.4857142857143,28.25714285714286,58.9404526,40.91920542857142,87.89284988571428,69.9
2020-09-01,90,29.291289499999998,21.25,34.14285714285715,47.38709175,29.32126732142855,79.19981235714287,7.9
2020-10-01,63,27.289051892857124,20.821428571428548,31.7857142857143,62.87754721428567,44.39988871428572,88.65936628571427,40.4
2020-11-01,95,27.882294540476174,22.2767619047619,31.983333333333327,57.91233627380953,41.71166025714285,81.61858671238095,70.1
2020-12-01,72,25.28125,22.31,29.5,77.81468,60.3202285,88.5242298,467.1
